Water Requirement,MIN_TEMP,MAX_TEMP,Crop Type_BEAN,Crop Type_CABBAGE,Crop Type_CITRUS,Crop Type_COTTON,Crop Type_MAIZE,Crop Type_MELON,Crop Type_MUSTARD,Crop Type_ONION,Crop Type_POTATO,Crop Type_RICE,Crop Type_SOYABEAN,Crop Type_SUGARCANE,Crop Type_TOMATO,Crop Type_WHEAT,Soil Type_HUMID,Soil Type_WET,Weather Condition_RAINY,Weather Condition_SUNNY,Weather Condition_WINDY,REGION_HUMID,REGION_SEMI ARID,REGION_SEMI HUMID
6.83,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
6.33,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
0.5,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
6.2,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7.7,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
7.2,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
0.8,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
7.4,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
8.9,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
8.4,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
0.8,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
8.34,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9.85,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
7.35,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
0.34,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
4.71,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
6.21,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
5.71,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
0.1,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
5.8,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
7.3,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
6.8,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
0.2,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
6.6,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
8.1,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
7.6,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
0.5,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
7.9,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
9.4,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
8.9,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
0.6,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
3.9,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5.4,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
4.9,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
0.1,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
4.9,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6.4,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
5.9,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
0.1,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
5.8,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7.3,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
6.8,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
0.3,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
6.7,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
8.2,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
7.7,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
0.4,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
2.8,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
4.3,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
3.8,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
0.1,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
3.7,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
5.2,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
4.7,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
0.1,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
4.9,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
6.4,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
5.9,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
0.5,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
5.8,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
7.3,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
6.8,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
0.3,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
4.1,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5.6,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
5.1,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
0.1,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
5.1,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6.6,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
6.1,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
0.4,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
6.2,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7.7,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
7.2,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
0.5,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
7.3,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8.8,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
8.3,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
0.8,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
3.5,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
5.0,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
4.5,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0.1,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
4.6,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
6.1,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
5.6,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0.2,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
5.7,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
7.2,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
6.7,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0.3,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
6.6,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
8.1,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
7.6,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0.5,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
2.6,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
4.1,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
3.6,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
0.1,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
3.6,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
5.1,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
4.6,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
0.1,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
4.7,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
6.2,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
5.7,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
0.1,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
5.6,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
7.1,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
6.6,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
0.3,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
1.64,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
3.14,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
2.6,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
0.1,10.0,20.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
2.6,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
4.1,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
3.6,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
0.1,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
3.7,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
5.2,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
4.6,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
0.1,30.0,40.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
4.6,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
6.1,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
5.6,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
0.1,40.0,50.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
10.54,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
12.0,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
11.54,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2.54,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
11.5,20.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
13.0,20.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
12.5,20.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
3.5,20.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
12.4,30.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
14.0,30.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
13.4,30.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
4.4,30.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
13.6,40.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
15.0,40.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
14.6,40.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
5.6,40.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
9.6,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
11.0,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
10.6,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1.6,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
10.7,20.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
12.2,20.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
11.7,20.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
2.7,20.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
11.6,30.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
13.1,30.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
12.6,30.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
3.6,30.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
12.5,40.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
14.0,40.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
13.5,40.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
4.5,40.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
8.4,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
9.9,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
9.4,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
0.4,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
9.5,20.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
11.0,20.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
10.5,20.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
1.5,20.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
10.4,30.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
11.9,30.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
11.4,30.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
2.4,30.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
11.35,40.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
12.85,40.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
12.35,40.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
3.3,40.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
6.9,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
8.4,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
7.9,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
0.5,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
7.82,20.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
9.32,20.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
8.82,20.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
0.8,20.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
8.85,30.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
10.35,30.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
9.85,30.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
0.85,30.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
9.7,40.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
11.2,40.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
10.7,40.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
1.7,40.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
8.06,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
9.56,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
9.0,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
0.1,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False
9.1,20.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
10.6,20.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
10.1,20.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
1.1,20.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False
10.25,30.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
11.75,30.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
11.25,30.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
2.25,30.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False
11.1,40.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
12.6,40.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
12.1,40.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
3.1,40.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False
7.15,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
8.65,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False
8.15,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False
0.8,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False
8.1,20.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
9.6,20.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False
9.1,20.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False
0.1,20.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False
9.2,30.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
10.7,30.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False
10.2,30.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False
1.2,30.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False
10.1,40.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
11.6,40.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False
11.1,40.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False
2.1,40.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False
5.88,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
7.38,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
6.88,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True
0.3,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True
6.8,20.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
8.6,20.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
7.8,20.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True
0.6,20.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True
7.9,30.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
9.4,30.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
8.9,30.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True
0.8,30.0,40.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True
8.7,40.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
10.5,40.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
9.7,40.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True
0.7,40.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True
4.34,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
5.84,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False
5.34,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False
0.2,10.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False
5.3,20.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
